"trialType","whichPrime","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"prime","degree","134612"," ","2","144043","","","","","","",""
"iat","","4047","f","4","155532","weird","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","19053","j","6","174840","sane","humanizing","humanizing","humanizing","stigmatizing","false",""
"iat","","3840","j","8","178933","crazy","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","4192","f","10","183379","capable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1205","f","12","184837","challenging","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","4780","j","14","189871","normal","humanizing","humanizing","humanizing","stigmatizing","false",""
"iat","","1812","f","16","191937","difficult","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","56782","j","18","248972","useless","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1682","f","20","250909","feeling","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","2302","j","22","253465","dangerous","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1696","j","24","255416","normal","humanizing","humanizing","humanizing","stigmatizing","false",""
"iat","","2975","f","26","258645","crazy","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","1252","f","28","260150","human","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","4200","f","30","264604","realistic","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","14444","f","32","279303","unstable","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","1505","f","34","281061","unpredictable","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","830","f","36","282144","weird","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","1419","j","38","283818","weak","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","2582","j","40","286653","insane","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","949","f","42","287856","sane","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1720","f","44","289829","fragile","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","961","j","46","291044","useless","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1516","f","48","292814","difficult","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","11597","f","50","304665","feeling","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","3114","f","52","308032","unpredictable","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","948","f","54","309234","capable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","922","f","56","310409","fragile","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","1209","f","58","311872","reasonable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","808","f","60","312934","rational","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1375","f","62","314562","unstable","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","1321","j","64","316137","psychotic","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1868","f","66","318258","rational","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","732","f","68","319244","realistic","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","609","f","70","320107","challenging","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","772","j","72","321133","psychotic","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","2640","j","74","324026","weak","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","12047","j","77","342675","personality disorder","disorders","disorders","treatment","disorders","true",""
"iat","","20507","f","79","363437","tutors","treatment","treatment","treatment","disorders","true",""
"iat","","976","j","81","364667","substance abuse disorder","disorders","disorders","treatment","disorders","true",""
"iat","","1075","f","83","365996","counseling","treatment","treatment","treatment","disorders","true",""
"iat","","1266","f","85","367517","therapy","treatment","treatment","treatment","disorders","true",""
"iat","","878","f","87","368648","counseling","treatment","treatment","treatment","disorders","true",""
"iat","","889","f","89","369790","medication","treatment","treatment","treatment","disorders","true",""
"iat","","628","j","91","370672","personality disorder","disorders","disorders","treatment","disorders","true",""
"iat","","4426","f","93","375352","CAMHS","treatment","treatment","treatment","disorders","true",""
