"trialType","whichPrime","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"prime","degree","183658"," ","2","187766","","","","","","",""
"iat","","2176","f","4","193662","depression","disorders","disorders","disorders","treatment","true",""
"iat","","631","f","6","194551","bipolar disorder","disorders","disorders","disorders","treatment","true",""
"iat","","638","j","8","195445","medication","treatment","treatment","disorders","treatment","true",""
"iat","","1136","j","10","196838","support group","treatment","treatment","disorders","treatment","true",""
"iat","","761","f","12","197855","body dysmorphia","disorders","disorders","disorders","treatment","true",""
"iat","","1017","j","14","199128","post traumatic stress disorder","disorders","disorders","disorders","treatment","false",""
"iat","","1668","j","16","201051","SHARE counselors","treatment","treatment","disorders","treatment","true",""
"iat","","820","f","18","202125","personality disorder","disorders","disorders","disorders","treatment","true",""
"iat","","722","j","20","203103","tutors","treatment","treatment","disorders","treatment","true",""
"iat","","931","f","22","204289","anxiety","disorders","disorders","disorders","treatment","true",""
"iat","","1052","f","24","205596","body dysmorphia","disorders","disorders","disorders","treatment","true",""
"iat","","538","f","26","206390","substance abuse disorder","disorders","disorders","disorders","treatment","true",""
"iat","","796","j","28","207441","SHARE counselors","treatment","treatment","disorders","treatment","true",""
"iat","","1001","f","30","208696","substance abuse disorder","disorders","disorders","disorders","treatment","true",""
"iat","","2244","j","32","211195","psychiatry","treatment","treatment","disorders","treatment","true",""
"iat","","1681","j","34","213130","therapy","treatment","treatment","disorders","treatment","true",""
"iat","","603","j","36","213988","support group","treatment","treatment","disorders","treatment","true",""
"iat","","751","j","38","214996","counseling","treatment","treatment","disorders","treatment","true",""
"iat","","771","j","40","216022","resident deans","treatment","treatment","disorders","treatment","true",""
"iat","","953","f","42","217230","anxiety","disorders","disorders","disorders","treatment","true",""
"iat","","8892","j","44","226378","peer counseling","treatment","treatment","disorders","treatment","true",""
"iat","","682","f","46","227315","obsessive compulsive disorder","disorders","disorders","disorders","treatment","true",""
"iat","","1025","j","48","228594","therapy","treatment","treatment","disorders","treatment","true",""
"iat","","976","f","50","229826","eating disorder","disorders","disorders","disorders","treatment","true",""
"iat","","2801","j","52","232883","medication","treatment","treatment","disorders","treatment","true",""
"iat","","1148","f","54","234286","depression","disorders","disorders","disorders","treatment","true",""
"iat","","680","f","56","235222","obsessive compulsive disorder","disorders","disorders","disorders","treatment","true",""
"iat","","1012","j","58","236489","psychiatry","treatment","treatment","disorders","treatment","true",""
"iat","","860","j","60","237605","CAMHS","treatment","treatment","disorders","treatment","true",""
"iat","","660","f","62","238520","post traumatic stress disorder","disorders","disorders","disorders","treatment","true",""
"iat","","601","f","64","239376","schizophrenia","disorders","disorders","disorders","treatment","true",""
"iat","","1348","j","66","240979","peer counseling","treatment","treatment","disorders","treatment","true",""
"iat","","613","f","68","241848","schizophrenia","disorders","disorders","disorders","treatment","true",""
"iat","","570","j","70","242674","CAMHS","treatment","treatment","disorders","treatment","true",""
"iat","","1121","j","72","244050","tutors","treatment","treatment","disorders","treatment","true",""
"iat","","2208","f","74","246514","","","disorders","disorders","treatment","true",""
"iat","","2574","f","77","251041","fragile","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","627","f","79","251923","dangerous","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","622","j","81","252800","reasonable","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","530","j","83","253585","normal","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","731","f","85","254571","dangerous","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","1284","f","87","256110","unstable","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","1413","f","89","257776","unstable","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","1084","j","91","259115","realistic","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","754","f","93","260124","fragile","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","789","j","95","261169","human","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","1058","f","97","262481","psychotic","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","1252","f","99","263988","challenging","humanizing","humanizing","stigmatizing","humanizing","false",""
"iat","","789","f","101","265032","unpredictable","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","653","f","103","265941","insane","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","817","f","105","267014","difficult","humanizing","humanizing","stigmatizing","humanizing","false",""
"iat","","778","f","107","268047","weird","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","849","j","109","269151","sane","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","592","j","111","269999","capable","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","708","f","113","270963","crazy","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","460","f","115","271677","crazy","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","980","j","117","272913","reasonable","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","707","f","119","273876","difficult","humanizing","humanizing","stigmatizing","humanizing","false",""
"iat","","555","f","121","274686","psychotic","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","624","j","123","275566","feeling","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","998","f","125","276819","challenging","humanizing","humanizing","stigmatizing","humanizing","false",""
"iat","","3115","j","127","280190","sane","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","868","j","129","281314","rational","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","765","f","131","282334","useless","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","1586","f","133","284175","unpredictable","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","560","j","135","284991","human","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","731","j","137","285978","realistic","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","555","j","139","286789","feeling","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","1001","f","141","288046","weird","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","949","f","143","289250","insane","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","2401","f","145","291905","weak","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","711","j","147","292873","capable","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","9288","f","150","303886","normal","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","2368","f","152","306509","personality disorder","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","4230","f","154","310994","realistic","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1461","j","156","312710","therapy","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","692","j","158","313658","resident deans","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1478","j","160","315391","unpredictable","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","592","j","162","316239","tutors","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","2169","j","164","318663","challenging","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","false",""
"iat","","1343","f","166","320261","schizophrenia","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","2080","j","168","322594","difficult","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","false",""
"iat","","1130","f","170","323979","bipolar disorder","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1143","j","172","325377","support group","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","998","j","174","326630","counseling","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","863","f","176","327747","insane","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","false",""
"iat","","3205","f","178","331206","body dysmorphia","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1753","j","180","333214","dangerous","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","671","j","182","334141","useless","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","820","j","184","335215","unstable","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","893","f","186","336363","substance abuse disorder","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","556","f","188","337175","crazy","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","false",""
"iat","","2114","j","190","339544","SHARE counselors","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1646","j","192","341444","CAMHS","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","3917","f","194","345617","capable","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","4606","f","196","350478","feeling","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","643","j","198","351381","peer counseling","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","780","f","200","352416","depression","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1728","j","202","354403","fragile","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","809","f","204","355468","sane","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","859","j","206","356582","weak","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","817","j","208","357654","weird","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","563","f","210","358474","human","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","810","j","212","359539","psychotic","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","683","f","214","360477","post traumatic stress disorder","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","613","f","216","361345","eating disorder","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","741","f","218","362340","rational","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","856","f","220","363452","reasonable","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","2382","f","223","367121","CAMHS","treatment","treatment or humanizing","treatment or humanizing","disorders or stigmatizing","true",""
"iat","","1067","f","225","368443","rational","humanizing","treatment or humanizing","treatment or humanizing","disorders or stigmatizing","true",""
"iat","","2071","j","227","370769","obsessive compulsive disorder","disorders","disorders or stigmatizing","treatment or humanizing","disorders or stigmatizing","true",""
"iat","","726","f","229","371751","resident deans","treatment","treatment or humanizing","treatment or humanizing","disorders or stigmatizing","true",""
"iat","","675","j","231","372682","psychotic","stigmatizing","disorders or stigmatizing","treatment or humanizing","disorders or stigmatizing","true",""
"iat","","1448","f","233","374385","crazy","stigmatizing","disorders or stigmatizing","treatment or humanizing","disorders or stigmatizing","false",""
"iat","","4017","f","235","378657","support group","treatment","treatment or humanizing","treatment or humanizing","disorders or stigmatizing","true",""
"iat","","1391","j","237","380304","difficult","humanizing","treatment or humanizing","treatment or humanizing","disorders or stigmatizing","false",""
"iat","","1932","j","239","382491","unpredictable","stigmatizing","disorders or stigmatizing","treatment or humanizing","disorders or stigmatizing","true",""
"iat","","2257","f","241","385004","therapy","treatment","treatment or humanizing","treatment or humanizing","disorders or stigmatizing","true",""
