"trialType","whichPrime","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"prime","harvard","123176"," ","2","149131","","","","","","",""
"iat","","2724","f","4","154433","difficult","humanizing","humanizing","stigmatizing","humanizing","false",""
"iat","","699","f","6","155388","unpredictable","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","554","f","8","156197","dangerous","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","690","j","10","157142","sane","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","1102","f","12","158499","fragile","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","554","f","14","159308","unstable","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","475","j","16","160037","realistic","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","500","j","18","160791","capable","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","596","f","20","161641","crazy","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","638","f","22","162532","challenging","humanizing","humanizing","stigmatizing","humanizing","false",""
"iat","","472","j","24","163258","normal","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","672","f","26","164183","insane","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","441","f","28","164878","crazy","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","425","j","30","165557","normal","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","498","j","32","166310","rational","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","633","f","34","167197","insane","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","1537","f","36","168987","unpredictable","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","617","f","38","169860","useless","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","519","f","40","170633","challenging","humanizing","humanizing","stigmatizing","humanizing","false",""
"iat","","518","f","42","171404","psychotic","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","456","f","44","172114","feeling","humanizing","humanizing","stigmatizing","humanizing","false",""
"iat","","632","f","46","173000","fragile","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","492","f","48","173745","weak","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","858","j","50","174858","feeling","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","561","j","52","175674","rational","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","487","j","54","176415","reasonable","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","525","f","56","177194","unstable","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","535","j","58","177984","realistic","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","714","f","60","178953","psychotic","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","683","f","62","179890","weird","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","886","f","64","181031","useless","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","1042","f","66","182327","sane","humanizing","humanizing","stigmatizing","humanizing","false",""
"iat","","2000","j","68","184581","human","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","494","f","70","185330","weird","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","459","j","72","186043","human","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","539","j","74","186834","reasonable","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","2103","j","77","191023","post traumatic stress disorder","disorders","disorders","treatment","disorders","true",""
"iat","","635","j","79","191913","bipolar disorder","disorders","disorders","treatment","disorders","true",""
"iat","","677","f","81","192843","CAMHS","treatment","treatment","treatment","disorders","true",""
"iat","","734","j","83","193831","anxiety","disorders","disorders","treatment","disorders","true",""
"iat","","558","f","85","194642","peer counseling","treatment","treatment","treatment","disorders","true",""
"iat","","930","f","87","195827","CAMHS","treatment","treatment","treatment","disorders","true",""
"iat","","904","f","89","196984","tutors","treatment","treatment","treatment","disorders","true",""
"iat","","583","f","91","197821","resident deans","treatment","treatment","treatment","disorders","true",""
"iat","","650","j","93","198725","obsessive compulsive disorder","disorders","disorders","treatment","disorders","true",""
"iat","","647","f","95","199625","counseling","treatment","treatment","treatment","disorders","true",""
"iat","","571","j","97","200450","personality disorder","disorders","disorders","treatment","disorders","true",""
"iat","","517","j","99","201219","personality disorder","disorders","disorders","treatment","disorders","true",""
"iat","","670","j","101","202142","post traumatic stress disorder","disorders","disorders","treatment","disorders","true",""
"iat","","539","j","103","202935","eating disorder","disorders","disorders","treatment","disorders","true",""
"iat","","677","f","105","203867","SHARE counselors","treatment","treatment","treatment","disorders","true",""
"iat","","2749","j","107","206870","","","disorders","treatment","disorders","true",""
