"trialType","whichPrime","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"prime","harvard","114870"," ","2","116659","","","","","","",""
"iat","","4129","j","4","122339","therapy","treatment","treatment","disorders","treatment","true",""
"iat","","892","j","6","123485","resident deans","treatment","treatment","disorders","treatment","true",""
"iat","","576","j","8","124315","counseling","treatment","treatment","disorders","treatment","true",""
"iat","","510","f","10","125080","body dysmorphia","disorders","disorders","disorders","treatment","true",""
"iat","","593","f","12","125927","substance abuse disorder","disorders","disorders","disorders","treatment","true",""
"iat","","738","f","14","126920","anxiety","disorders","disorders","disorders","treatment","true",""
"iat","","775","j","16","127948","CAMHS","treatment","treatment","disorders","treatment","true",""
"iat","","691","j","18","128892","medication","treatment","treatment","disorders","treatment","true",""
"iat","","946","j","20","130092","support group","treatment","treatment","disorders","treatment","true",""
"iat","","514","f","22","130861","depression","disorders","disorders","disorders","treatment","true",""
"iat","","675","f","24","131790","personality disorder","disorders","disorders","disorders","treatment","true",""
"iat","","430","f","26","132473","support group","treatment","treatment","disorders","treatment","false",""
"iat","","899","j","28","133627","eating disorder","disorders","disorders","disorders","treatment","false",""
"iat","","1819","j","30","135700","medication","treatment","treatment","disorders","treatment","true",""
"iat","","2152","j","32","138106","SHARE counselors","treatment","treatment","disorders","treatment","true",""
"iat","","761","j","34","139121","peer counseling","treatment","treatment","disorders","treatment","true",""
"iat","","519","f","36","139894","bipolar disorder","disorders","disorders","disorders","treatment","true",""
"iat","","583","f","38","140730","eating disorder","disorders","disorders","disorders","treatment","true",""
"iat","","471","f","40","141454","depression","disorders","disorders","disorders","treatment","true",""
"iat","","580","f","42","142289","obsessive compulsive disorder","disorders","disorders","disorders","treatment","true",""
"iat","","802","j","44","143345","tutors","treatment","treatment","disorders","treatment","true",""
"iat","","795","f","46","144394","post traumatic stress disorder","disorders","disorders","disorders","treatment","true",""
"iat","","583","f","48","145230","substance abuse disorder","disorders","disorders","disorders","treatment","true",""
"iat","","755","j","50","146239","tutors","treatment","treatment","disorders","treatment","true",""
"iat","","687","f","52","147179","body dysmorphia","disorders","disorders","disorders","treatment","true",""
"iat","","871","f","54","148304","obsessive compulsive disorder","disorders","disorders","disorders","treatment","true",""
"iat","","651","f","56","149208","bipolar disorder","disorders","disorders","disorders","treatment","true",""
"iat","","1107","j","58","150570","CAMHS","treatment","treatment","disorders","treatment","true",""
"iat","","1135","j","60","151960","therapy","treatment","treatment","disorders","treatment","true",""
"iat","","1228","j","62","153443","","","disorders","disorders","treatment","false",""
"iat","","894","j","64","154591","SHARE counselors","treatment","treatment","disorders","treatment","true",""
"iat","","3759","j","66","158604","peer counseling","treatment","treatment","disorders","treatment","true",""
"iat","","540","f","68","159399","psychiatry","treatment","treatment","disorders","treatment","false",""
"iat","","704","j","70","160358","counseling","treatment","treatment","disorders","treatment","true",""
"iat","","549","j","72","161161","personality disorder","disorders","disorders","disorders","treatment","false",""
"iat","","697","f","74","162113","schizophrenia","disorders","disorders","disorders","treatment","true",""
"iat","","5418","j","77","168758","capable","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","911","f","79","169923","psychotic","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","559","f","81","170736","psychotic","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","894","f","83","171884","weak","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","1847","f","85","173985","dangerous","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","777","j","87","175017","normal","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","685","f","89","175956","crazy","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","601","j","91","176812","feeling","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","902","f","93","177969","unpredictable","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","936","f","95","179160","weird","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","682","j","97","180096","realistic","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","820","f","99","181171","fragile","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","767","f","101","182193","crazy","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","628","f","103","183076","feeling","humanizing","humanizing","stigmatizing","humanizing","false",""
"iat","","1039","j","105","184369","sane","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","1638","f","107","186261","weak","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","953","f","109","187468","weird","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","804","j","111","188527","reasonable","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","493","j","113","189273","capable","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","440","j","115","189967","normal","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","525","j","117","190746","reasonable","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","566","j","119","191566","human","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","622","j","121","192442","sane","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","530","f","123","193227","dangerous","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","616","f","125","194097","useless","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","679","j","127","195031","rational","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","516","j","129","195801","rational","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","666","j","131","196722","realistic","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","1033","j","133","198009","difficult","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","805","f","135","199069","fragile","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","1053","f","137","200376","insane","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","558","f","139","201189","unstable","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","544","f","141","201987","unpredictable","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","528","f","143","202769","insane","stigmatizing","stigmatizing","stigmatizing","humanizing","true",""
"iat","","1163","j","145","204185","challenging","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","478","j","147","204917","challenging","humanizing","humanizing","stigmatizing","humanizing","true",""
"iat","","5441","f","150","211395","personality disorder","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","5259","j","152","216908","insane","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","4017","j","154","221179","weird","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","2259","j","156","223693","fragile","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1128","f","158","225074","rational","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1147","j","160","226476","useless","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1201","j","162","227931","counseling","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","825","j","164","229010","SHARE counselors","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1224","j","166","230488","resident deans","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","734","f","168","231477","eating disorder","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","725","f","170","232457","obsessive compulsive disorder","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","894","j","172","233604","peer counseling","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
