"trialType","whichPrime","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"prime","degree","96895"," ","2","125808","","","","","","",""
"iat","","2949","j","4","138444","schizophrenia","disorders","disorders","treatment","disorders","true",""
"iat","","2977","j","6","141677","eating disorder","disorders","disorders","treatment","disorders","true",""
"iat","","3752","j","8","145686","depression","disorders","disorders","treatment","disorders","true",""
"iat","","1726","f","10","147669","tutors","treatment","treatment","treatment","disorders","true",""
"iat","","1149","f","12","149072","peer counseling","treatment","treatment","treatment","disorders","true",""
"iat","","2567","f","14","151895","tutors","treatment","treatment","treatment","disorders","true",""
"iat","","1366","j","16","153515","eating disorder","disorders","disorders","treatment","disorders","true",""
"iat","","1527","j","18","155299","post traumatic stress disorder","disorders","disorders","treatment","disorders","true",""
"iat","","898","j","20","156451","bipolar disorder","disorders","disorders","treatment","disorders","true",""
"iat","","954","f","22","157663","resident deans","treatment","treatment","treatment","disorders","true",""
"iat","","2324","f","24","160244","psychiatry","treatment","treatment","treatment","disorders","true",""
"iat","","969","f","26","161468","resident deans","treatment","treatment","treatment","disorders","true",""
"iat","","1049","j","28","162775","bipolar disorder","disorders","disorders","treatment","disorders","true",""
"iat","","2605","f","30","165638","support group","treatment","treatment","treatment","disorders","true",""
"iat","","1096","j","32","166990","schizophrenia","disorders","disorders","treatment","disorders","true",""
"iat","","2062","j","34","169310","obsessive compulsive disorder","disorders","disorders","treatment","disorders","true",""
"iat","","875","f","36","170441","therapy","treatment","treatment","treatment","disorders","true",""
"iat","","1159","j","38","171854","substance abuse disorder","disorders","disorders","treatment","disorders","true",""
"iat","","783","f","40","172894","SHARE counselors","treatment","treatment","treatment","disorders","true",""
"iat","","714","f","42","173862","SHARE counselors","treatment","treatment","treatment","disorders","true",""
"iat","","972","j","44","175092","body dysmorphia","disorders","disorders","treatment","disorders","true",""
"iat","","1321","f","46","176670","peer counseling","treatment","treatment","treatment","disorders","true",""
"iat","","845","f","48","177774","CAMHS","treatment","treatment","treatment","disorders","true",""
"iat","","613","f","50","178643","medication","treatment","treatment","treatment","disorders","true",""
"iat","","1535","f","52","180436","counseling","treatment","treatment","treatment","disorders","true",""
"iat","","1193","j","54","181886","substance abuse disorder","disorders","disorders","treatment","disorders","true",""
"iat","","1469","j","56","183612","depression","disorders","disorders","treatment","disorders","true",""
"iat","","1859","f","58","185725","psychiatry","treatment","treatment","treatment","disorders","true",""
"iat","","1510","f","60","187493","therapy","treatment","treatment","treatment","disorders","true",""
"iat","","926","f","62","188676","medication","treatment","treatment","treatment","disorders","true",""
"iat","","1155","j","64","190089","obsessive compulsive disorder","disorders","disorders","treatment","disorders","true",""
"iat","","862","j","66","191209","post traumatic stress disorder","disorders","disorders","treatment","disorders","true",""
"iat","","864","j","68","192332","body dysmorphia","disorders","disorders","treatment","disorders","true",""
"iat","","1954","j","70","194545","anxiety","disorders","disorders","treatment","disorders","true",""
"iat","","693","f","72","195497","counseling","treatment","treatment","treatment","disorders","true",""
"iat","","940","j","74","196691","personality disorder","disorders","disorders","treatment","disorders","true",""
"iat","","2684","f","77","207955","capable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1094","j","79","209306","unstable","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","4105","j","81","213667","difficult","humanizing","humanizing","humanizing","stigmatizing","false",""
"iat","","839","f","83","214760","human","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","3153","f","85","218169","unpredictable","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","3469","j","87","221891","dangerous","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1335","f","89","223483","realistic","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1230","j","91","224969","unstable","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","3288","j","93","228513","useless","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1351","j","95","230120","unpredictable","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1525","f","97","231899","feeling","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","5285","j","99","237441","difficult","humanizing","humanizing","humanizing","stigmatizing","false",""
"iat","","897","f","101","238594","feeling","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1412","j","103","240265","weird","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","863","j","105","241387","weak","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","581","f","107","242223","capable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","839","j","109","243319","insane","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","2087","j","111","245662","fragile","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","721","f","113","246641","sane","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1346","f","115","248242","challenging","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","624","f","117","249125","reasonable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","456","f","119","249836","sane","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","656","j","121","250751","useless","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","640","f","123","251650","rational","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1086","j","125","252990","dangerous","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","590","f","127","253834","realistic","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","715","f","129","254805","rational","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","599","j","131","255659","weak","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","856","j","133","256769","psychotic","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","851","f","135","257874","challenging","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","690","j","137","258818","fragile","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1641","j","139","260715","crazy","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","537","f","141","261507","normal","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","655","j","143","262415","insane","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","624","f","145","263298","reasonable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","594","j","147","264149","psychotic","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","2513","f","150","281263","eating disorder","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","3978","j","152","285496","crazy","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","2953","j","154","288707","SHARE counselors","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","2485","j","156","291450","weird","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1847","j","158","293550","psychiatry","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","964","j","160","294772","support group","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1299","f","162","296327","normal","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","975","f","164","297559","personality disorder","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","3959","f","166","301778","depression","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","2629","j","168","304665","psychotic","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1844","j","170","306767","fragile","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1253","j","172","308276","difficult","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","false",""
"iat","","2921","f","174","311452","feeling","humanizing","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","2211","j","176","313917","resident deans","treatment","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","3884","j","178","318058","dangerous","stigmatizing","treatment or stigmatizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1090","f","180","319406","obsessive compulsive disorder","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
"iat","","1246","f","182","320909","anxiety","disorders","disorders or humanizing","disorders or humanizing","treatment or stigmatizing","true",""
