"trialType","whichPrime","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"prime","degree","236740"," ","2","243253","","","","","","",""
"iat","","1073","f","4","252768","normal","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","2610","j","6","255632","fragile","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","613","j","8","256501","weird","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","596","j","10","257351","psychotic","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","403","j","12","258007","psychotic","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","822","f","14","259083","human","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","677","f","16","260014","rational","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1386","f","18","261653","reasonable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","755","f","20","262662","sane","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1346","j","22","264262","crazy","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","2607","f","24","267122","reasonable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1708","j","26","269083","useless","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","544","j","28","269881","crazy","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","541","j","30","270677","unstable","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","592","f","32","271522","realistic","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","797","j","34","272572","difficult","humanizing","humanizing","humanizing","stigmatizing","false",""
"iat","","737","j","36","273562","weird","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","392","j","38","274207","dangerous","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","470","f","40","274931","insane","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","925","f","42","276110","weak","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","745","j","44","277109","fragile","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","521","j","46","277885","unstable","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1354","f","48","279492","capable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","846","f","50","280591","feeling","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","745","j","52","281589","unpredictable","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","584","f","54","282427","sane","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","739","f","56","283419","realistic","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","959","f","58","284632","challenging","humanizing","humanizing","humanizing","stigmatizing","true",""
