"trialType","whichPrime","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"prime","degree","132206"," ","2","140631","","","","","","",""
"iat","","1760","f","4","153476","obsessive compulsive disorder","disorders","disorders","disorders","treatment","true",""
"iat","","770","j","6","154501","therapy","treatment","treatment","disorders","treatment","true",""
"iat","","1148","f","8","155905","body dysmorphia","disorders","disorders","disorders","treatment","true",""
"iat","","757","f","10","156917","personality disorder","disorders","disorders","disorders","treatment","true",""
"iat","","1735","j","12","158907","resident deans","treatment","treatment","disorders","treatment","true",""
"iat","","970","f","14","160130","schizophrenia","disorders","disorders","disorders","treatment","true",""
"iat","","886","f","16","161270","bipolar disorder","disorders","disorders","disorders","treatment","true",""
"iat","","1206","f","18","162730","substance abuse disorder","disorders","disorders","disorders","treatment","true",""
"iat","","866","j","20","163851","peer counseling","treatment","treatment","disorders","treatment","true",""
"iat","","644","j","22","164750","peer counseling","treatment","treatment","disorders","treatment","true",""
"iat","","1464","j","24","166468","CAMHS","treatment","treatment","disorders","treatment","true",""
"iat","","1487","f","26","168209","depression","disorders","disorders","disorders","treatment","true",""
"iat","","735","j","28","169198","therapy","treatment","treatment","disorders","treatment","true",""
"iat","","688","j","30","170141","psychiatry","treatment","treatment","disorders","treatment","true",""
"iat","","748","f","32","171143","schizophrenia","disorders","disorders","disorders","treatment","true",""
"iat","","593","j","34","171990","counseling","treatment","treatment","disorders","treatment","true",""
"iat","","673","j","36","172919","CAMHS","treatment","treatment","disorders","treatment","true",""
"iat","","590","j","38","173763","counseling","treatment","treatment","disorders","treatment","true",""
"iat","","754","j","40","174772","tutors","treatment","treatment","disorders","treatment","true",""
"iat","","1184","f","42","176210","psychiatry","treatment","treatment","disorders","treatment","false",""
"iat","","919","j","44","177384","SHARE counselors","treatment","treatment","disorders","treatment","true",""
"iat","","1534","f","46","179172","personality disorder","disorders","disorders","disorders","treatment","true",""
"iat","","772","j","48","180198","support group","treatment","treatment","disorders","treatment","true",""
"iat","","782","f","50","181234","eating disorder","disorders","disorders","disorders","treatment","true",""
"iat","","984","j","52","182472","","","disorders","disorders","treatment","false",""
"iat","","1490","f","54","184217","post traumatic stress disorder","disorders","disorders","disorders","treatment","true",""
"iat","","1433","f","56","185904","body dysmorphia","disorders","disorders","disorders","treatment","true",""
"iat","","1708","j","58","187866","medication","treatment","treatment","disorders","treatment","true",""
"iat","","740","f","60","188859","bipolar disorder","disorders","disorders","disorders","treatment","true",""
"iat","","651","j","62","189763","","","disorders","disorders","treatment","false",""
"iat","","867","f","64","190885","anxiety","disorders","disorders","disorders","treatment","true",""
"iat","","1374","j","66","192512","support group","treatment","treatment","disorders","treatment","true",""
"iat","","938","j","68","193704","resident deans","treatment","treatment","disorders","treatment","true",""
"iat","","1172","f","70","195130","eating disorder","disorders","disorders","disorders","treatment","true",""
"iat","","938","f","72","196322","obsessive compulsive disorder","disorders","disorders","disorders","treatment","true",""
"iat","","748","j","74","197324","tutors","treatment","treatment","disorders","treatment","true",""
"iat","","4659","f","77","209110","fragile","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","1611","f","79","210975","normal","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","2457","f","81","213687","rational","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","2167","j","83","216110","weird","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1221","j","85","217585","weak","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","3001","f","87","220840","challenging","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1913","j","89","223007","psychotic","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1313","f","91","224574","difficult","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1281","f","93","226109","capable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1017","f","95","227380","weak","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","2171","f","97","229805","useless","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","1601","j","99","231660","crazy","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1014","j","101","232928","insane","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1847","f","103","235028","weird","stigmatizing","stigmatizing","humanizing","stigmatizing","false",""
"iat","","1484","j","105","236768","unstable","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1310","j","107","238332","unpredictable","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","1627","f","109","240213","sane","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1073","f","111","241540","capable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1288","f","113","243084","challenging","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1604","f","115","244943","sane","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","742","f","117","245939","human","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","708","j","119","246901","psychotic","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","2683","j","121","249839","useless","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","767","j","123","250860","dangerous","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","882","f","125","251997","human","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","829","j","127","253080","crazy","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","798","f","129","254133","rational","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","941","f","131","255329","feeling","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","1063","f","133","256648","reasonable","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","815","j","135","257716","dangerous","stigmatizing","stigmatizing","humanizing","stigmatizing","true",""
"iat","","804","f","137","258775","realistic","humanizing","humanizing","humanizing","stigmatizing","true",""
"iat","","2452","f","139","261481","difficult","humanizing","humanizing","humanizing","stigmatizing","true",""
